,id,custom_id,name,url,abbreviation,classification
28317,28318,988772631423-40,,https://www.euhealthcoalition.eu,,
28318,28319,968063933796-28,International Union for Conservation of Nature,,IUCN,
28319,28320,742566829676-43,economiesuisse,www.economiesuisse.ch,,
28320,28321,742566829676-43,Orgalim,www.orgalim.eu,,
28321,28322,706971029681-51,European Youth Forum,http://www.youthforum.org,,
28322,28323,664446029961-19,Netzwerk,https://www.wko.at/branchen/industrie/nahrungs-genussmittelindustrie/Linkuebersicht.html,,
28323,28324,664446029961-19,European Fruit Juice Association,,AIJN,
28324,28325,664446029961-19,Association de l’Industrie de la Fonte de Fromage de l’UE,,ASSIFONTE,
28325,28326,664446029961-19,"Association of the Chocolate, Biscuit and Confectionery Industries of the EU",,CAOBISCO,
28326,28327,664446029961-19,Liaison Centre for the Meat Processing Industries of the EU,,CLITRAVI,
28327,28328,664446029961-19,Federation of Associations and Enterprises of Industrial Culinary Products Producers within Europe,,CULINARIA EUROPE,
28328,28329,664446029961-19,European Coffee Federation,,ECF,
28329,28330,664446029961-19,European Cold Storage and Logistic Association,,ECSLA,
28330,28331,664446029961-19,European Flavour Association,,EFFA,
28331,28332,664446029961-19,European Fat Processors and Renderers Association,,EFPRA,
28332,28333,664446029961-19,European Spice Association,,ESA,
28333,28334,664446029961-19,European Shippers’ Council,,ESC,
28334,28335,664446029961-19,Working Committee of the EU Malting Industry,,EUROMALT,
28335,28336,664446029961-19,European Flour Milling Association,,,
28336,28337,664446029961-19,"Federation of the European Union Manufacturers and Suppliers of Ingredients to the Bakery, Confectionary and Patisserie Industries",,FEDIMA,
28337,28338,664446029961-19,European Feed Manufacturers’ Federation,,FEFAC,
28338,28339,664446029961-19,FoodDrinkEurope,,,
28339,28340,174042826292-34,UNCAC Coalition,,,
28340,28341,174042826292-34,Anna Lindh Network,,,
28341,28342,735387335438-59,,,UEFA,
28342,28343,735387335438-59,,,FIFA,
28343,28344,735387335438-59,,,NOC*NSF,
28344,28345,647104032120-74,VNO-NCW,,VNO-NCW,abbreviation
28345,28346,647104032120-74,European Touroperator and Travel Agent association,,ECTAA,
28346,28347,647104032120-74,European Travel Union,,ETU,
28347,28348,585105139027-49,Transparency International Secretariat,www.transparency.org,,
28348,28349,979936141033-50,Asociația SOS,https://asociatiasos.org/?msclkid=33a65354a7b911ec9d24fe34b0c9a4bf,,
28349,28350,596942331763-90,,www.fiskekommunerna.se,,
28350,28351,586272234219-08,CEFIC,,,
28351,28352,586272234219-08,Plastics Europe,,,
28352,28353,507123032566-72,Bremer Baumwollbörse e.V.,,,
28353,28354,507123032566-72,Committee of the Cotton and Allied Textile Industries,,Eurocoton,
28354,28355,507123032566-72,Gesamtverband Textil + Mode e.V.,,,
28355,28356,507123032566-72,Faserinstitut Bremen e.V.,,,
28356,28357,507123032566-72,International Cotton Advisory Committee,,ICAC,
28357,28358,507123032566-72,International Cotton Association,,ICA,
28358,28359,507123032566-72,International Textile Manufacturers Federation,,ITMF,
28359,28360,507123032566-72,International Wool Textile Organisation,,IWTO,
28360,28361,522957529140-69,,www.diakonie.de,,
28361,28362,522957529140-69,,www.ead.de,,
28362,28363,522957529140-69,,www.evangelische-jugend.de,,
28363,28364,522957529140-69,,www.partner-religion-development.org/,,
28364,28365,634687529229-80,COPA/COGECA,http://www.copa-cogeca.be/Menu.aspx,,
28365,28366,634687529229-80,EOA,http://euoilseed.org/who-we-are/eoa-members/,,
28366,28367,494646126260-39,Photonics Austria,https://www.photonics-austria.at/,,
28367,28368,494646126260-39,,http://www.suschem.at,SusChem-AT,
28368,28369,734603432102-30,,www.consumatoriumbria.it,,
28369,28370,917169933973-76,International Freedom of Expression Exchange,https://www.ifex.org/,,
28370,28371,917169933973-76,Council of Europe,https://www.coe.int/en/web/media-freedom/the-platform,,
28371,28372,371545334243-49,Bond Beter Leefmilieu Vlaanderen,,,
28372,28373,371545334243-49,Burgerforum Luchhavenregio,,,
28373,28374,787774540739-10,E.DSO for Smart Grids,,,
28374,28375,787774540739-10,EU DSO Entity,,,
28375,28376,787774540739-10,Eurelectric,,,
28377,28378,956096732675-88,BSAC,,BSAC,abbreviation
28378,28379,956096732675-88,Północnokaszubska Lokalna Grupa Rybacka,,,
28379,28380,135064434679-47,,www.apicer.pt,,
28380,28381,135064434679-47,,www.ACIB.pt,ACIB,
28381,28382,135064434679-47,,www.cerame-unie.eu,,
28382,28383,337326834542-15,Consiliul Notariatelor din Uniunea Europeana,,,
28383,28384,337326834542-15,Uniunea Internationala a Notariatului Latin,,,
28384,28385,935442532665-34,Global Industrial Cleaning Coalition,https://www.globalindustrialcleaningcoalition.org/,GICC,
28385,28386,935442532665-34,"Sustainable, long-term investment and competitive European industry intergroup",https://investmentindustryintergroup.eu/en/partners/,,
28386,28387,935442532665-34,European Agency for Safety and Health at Work,https://healthy-workplaces.eu/en/campaign-partners/official-campaign-partners,,
28388,28389,980094933669-66,International Federation of Accountants,,,
28389,28390,980094933669-66,Accountancy Europe,,,
28390,28391,980094933669-66,European Tax Adviser Federation,,,
28391,28392,980094933669-66,Fédération Internationale Des Experts-comptables et commissaires aux comptes Francophones,,,
28392,28393,980094933669-66,Comité de Integración Latino Europa-América,,,
28393,28394,943845632260-85,Turkish Business and Industry Association,www.tusiad.org,TUSIAD,
28394,28395,943845632260-85,Society of European Affairs Professionals,www.seap.be,SEAP,
28395,28396,236316930224-39,International Federation for Choral Music,http://ifcm.net,IFCM,
28396,28397,236316930224-39,International and European Music Council,www.imc-cim.org,IMC,
28397,28398,236316930224-39,International and European Music Council,www.emc-imc.org,EMC,
28398,28399,236316930224-39,Musica International,www.musicanet.org/en/home,,
28399,28400,236316930224-39,Choral Festival Network,www.choralfestivalnetwork.org,,
28400,28401,236316930224-39,Culture Action Europe,http://cultureactioneurope.org,,
28401,28402,331743726163-76,,www.ecec.net,,
28402,28403,331743726163-76,,www.freie-berufe.de,,
28403,28404,331743726163-76,,www.asbau.de,,
28404,28405,331743726163-76,,www.aho.de,,
28405,28406,331743726163-76,,www.ifb.de,,
28406,28407,331743726163-76,,www.buildingsmart.de,,
28407,28408,331743726163-76,,www.planen-bauen40.de,,
28408,28409,780774426283-81,Bundesverband Porenbetonindustrie,,,
28409,28410,780774426283-81,Bundesverband Kalksandsteinindustrie e.V.,,,
28410,28411,780774426283-81,"Deutsche Vereinigung für Wasserwirtschaft, Abwasser",,,
28411,28412,780774426283-81,Düngekalk Hauptgemeinschaft,,,
28412,28413,780774426283-81,Industrieverband WerkMörtel e.V.,,IWM,
28413,28414,780774426283-81,Forschungsgesellschaft für Strassen- u. Verkehrswesen,,FGSV,
28414,28415,780774426283-81,,,BVK,
28415,28416,780774426283-81,,,EULA,
28416,28417,780774426283-81,,,ILA,
28417,28418,780774426283-81,,,BBS,
28418,28419,780774426283-81,,,VDI,
28419,28420,780774426283-81,,,BVSE,
28420,28421,780774426283-81,,,Gipsverband,
28421,28422,107952029066-77,Principles for Responsible Investment,,PRI,
28422,28423,107952029066-77,Net Zero Financial Service Provider Alliance,,NZFSPA,
28423,28424,341893531421-61,,https://www.adv.aero/,,
28424,28425,341893531421-61,,https://www.ost-ausschuss.de/de,,
28425,28426,341893531421-61,,https://www.oav.de/,,
28426,28427,280551633146-84,Centro Internazionale di Studi sulla Storia e l’Archeologia dell’Adriatico,,CISA,
28427,28428,280551633146-84,Centro Interuniversitario di ricerca “Learning Science Hub – The Italian cross-insitutional research lab in learning sciences”,,LSH,
28428,28429,280551633146-84,EFSA,https://www.efsa.europa.eu/it/about/values,,
28429,28430,718250633969-11,SGI Europe (Associazione Europea delle imprese che gestiscono servizi pubblici),https://www.ceep.eu,,
28430,28431,718250633969-11,EUREAU (Associazione europea dei gestori d i servizi idrici ),https://eureau.org,,
28431,28432,718250633969-11,IWA (Associazione lnternazionale dell'acqua),https://www.iwa.it,,
28432,28433,718250633969-11,MWE (Associazione europea dei rifiuti urbani),https://municipalwasteeurope.eu,,
28433,28434,718250633969-11,CEWEP  (Confederazione  europea  degli  impianti di  termovalorizzazione),https://www.cewep.eu,,
28434,28435,718250633969-11,ISWA (Associazione Internazionale dei rifiuti solidi),https://www.iswa.org,,
28435,28436,718250633969-11,CEDEC (Confederazione europea dei distributori d i energia comunali),https://www.cedec.it,,
28436,28437,718250633969-11,UIG (Union e Internazionale del Gas),https://www.igu.org,,
28437,28438,718250633969-11,EFFS (Federazione europea dei servizi funerari),https://www.effs.eu,,
28438,28439,609230430202-06,ERCI European Railway Clusters Initiative,http://eurailclusters.com/erci-partner/,,
28439,28440,609230430202-06,Cluster Tecnologico Nazionale Trasporti Italia 2020,http://www.clustertrasporti.it/chi-siamo/,,
28440,28441,777919433502-35,UIPI,https://www.uipi.com/,,
28441,28442,777919433502-35,European Real Estate Forum,http://www.europeanrealestateforum.eu/,,
28442,28443,777919433502-35,,https://www.epra.com/,EPRA,
28443,28444,542451235684-35,European Alliance of Plant-based Foods,https://plantbasedfoodalliance.eu/,,
28444,28445,542451235684-35,Alliance to Save our Antibiotics,https://www.saveourantibiotics.org/,,
28445,28446,542451235684-35,EIT Food,https://www.eitfood.eu/,,
28446,28447,542451235684-35,Eating Better Alliance,https://www.eating-better.org/,,
28447,28448,446897031732-77,European Irrigation Association,https://irrigationeurope.eu/en/,EIA,
28448,28449,446897031732-77,ANBI,http://www.anbi.it/,,
28449,28450,446897031732-77,FENACORE,http://www.fenacore.org/,,
28450,28451,446897031732-77,FENAREG,http://www.fenareg.pt/,,
28451,28452,446897031732-77,Irrigants de France,http://www.maizeurop.com/structure/irrigants-de-france/,,
28452,28453,313812535828-51,Official Spanish Chamber of Commerce in Belgium and Luxembourg,https://e-camara.com/web/en/home/,,
28453,28454,306900032664-81,Bundesverband der Ernährungsindustrie,,BVE,
28454,28455,095274426474-13,,www.bdi.eu,,
28455,28456,095274426474-13,,www.asd-europe.org,,
28456,28457,273444130866-26,Educluster,https://educlusterfinland.fi/find-us/,,
28457,28458,293375634866-01,LERU,,,
28458,28459,293375634866-01,The Russell Group,,,
28459,28460,293375634866-01,Universities UK,,,
28460,28461,293375634866-01,Scotland Europa,,,
28461,28462,293375634866-01,,,COIMBRA GROUP,
28462,28463,293375634866-01,Una Europa,,,
28463,28464,293375634866-01,,,UNICA,
28464,28465,293375634866-01,,,EuroLife,
28465,28466,163610437860-21,Federación española de Clusters,https://fenaeic.org/,CLUSTERS.ES,
28466,28467,163610437860-21,ECA European Clusters Alliance,https://clustersalliance.eu/,,
28467,28468,163610437860-21,EACN European Automotive Cluster Network,https://www.eacn-initiative.eu/,,
28468,28469,958482431512-92,FoodDrinkEurope,,,
28469,28470,090204232701-68,IFOAM Organics International,,,
28470,28471,090204232701-68,IFOAM Organics Europe,,,
28471,28472,090204232701-68,ELIANT,,ELIANT,abbreviation
28472,28473,090204232701-68,EU Food Policy Coalition,,,
28473,28474,121349126644-88,eco Verband der Internetwirtschaft e.V.,,,
28474,28475,121349126644-88,ID4me aisbl,,,
28475,28476,121349126644-88,Open Source Business Alliance,,OSBA,
28476,28477,121349126644-88,,,M3AAWG,
28477,28478,121349126644-88,GAIA-X Foundation aisbl,,,
28478,28479,121349126644-88,,,DNS-OARC,
28479,28480,121349126644-88,Encrypted DNS Deployment Initiative,,EDDI,
28480,28481,368637932746-78,European Council for an Energy Efficient Economy,https://www.eceee.org/,eceee,
28481,28482,958194136128-45,Centro Sportivo Educativo Nazionale,http://www.csen.it,CSEN,
28482,28483,958194136128-45,Rete Italiana Villaggi Ecologici,www.ecovillaggi.it,RIVE,
28483,28484,489134140495-55,Digital Future Society Advisory Board,https://digitalfuturesociety.com,,
28484,28485,668572034162-49,Federación Regional de Comunidades de Regantes de Castilla-La Mancha,,,
28485,28486,066549432608-52,,www.acpsugar.org,,
28486,28487,066549432608-52,,www.esa.co.sz,,
28487,28488,727861034886-23,Heritage alliance 3.3,http://europeanheritagealliance.eu/,,
28488,28489,727861034886-23,World Crafts Council EU,https://wcc-europe.org/?lang=fr,,
28489,28490,727861034886-23,European Tourism Manifesto alliance,,,
28490,28491,727861034886-23,New European Bauhaus,,,
28491,28492,581548441830-23,Better Finance,www.betterfinance.eu,BF,
28492,28493,581548441830-23,European Federation of Investors and Financial Services Users,,,
28493,28494,306402834626-49,Viscofan BioEngineering,https://www.viscofan-bioengineering.com/partnering/join-development,,
28494,28495,810172132680-93,Global Public Policy Network,https://www.gppnetwork.org,,
28495,28496,810172132680-93,Alliance Program,https://alliance.columbia.edu,,
28496,28497,810172132680-93,Conférence des Présidents d'Université,www.cpu.fr/,,
28497,28498,810172132680-93,,https://www.civica.eu/,CIVICA,
28498,28499,314407038596-35,Big Data Value Association,,BDVA/DAIRO,
28499,28500,314407038596-35,Global Partnership on Artificial Intelligence,,GPAI,
28500,28501,314407038596-35,OpenIG,,,
28501,28502,314407038596-35,Trusts,,,
28502,28503,689152134424-93,SEA Europe,,,
28503,28504,689152134424-93,Euroyards,,,
28504,28505,470124034002-84,Dutch Starch Manufacturers Association,www.starch.eu,,
28505,28506,470124034002-84,,www.fnli.nl,,
28506,28507,470124034002-84,,www.vnci.nl,,
28507,28508,470124034002-84,,www.vemw.nl,,
28508,28509,470124034002-84,,www.bo-akkerbouw.nl,,
28509,28510,470124034002-84,Vereniging Nederlandse Zetmeelfabrikanten,,,
28510,28511,498450736205-06,,http://www.verso-net.be/,,
28511,28512,581220637977-32,Bond Beter Leefmilieu,https://www.bondbeterleefmilieu.be/over-bbl/leden,,
28512,28513,149919830370-49,,http://www.kapitalmarkt-kmu.de,,
28513,28514,500027331119-04,INATBA,https://inatba.org/members/#hijk,,
28514,28515,500027331119-04,European Blockchain Association,https://europeanblockchainassociation.org/,,
28515,28516,500027331119-04,,https://www.omg.org/cgi-bin/apps/membersearch.pl,OMG,
28516,28517,500027331119-04,Bundesverband Deutscher Stiftungen,https://www.stiftungen.org/startseite.html,,
28517,28518,500027331119-04,Christian Doppler Forschungsgesellschaft,https://www.cdg.ac.at/suche/?tx_reposearch_repositorysearch%5BsearchWord%5D=ankersmit,,
28518,28519,500027331119-04,Austin Technology Council,https://www.austintechnologycouncil.org/,,
28519,28520,500027331119-04,Bundesblock,https://serverprofis.bundesblock.de/,,
28520,28521,836699239651-24,EPEE,http://www.epeeglobal.org/,EPEE,abbreviation
28521,28522,836699239651-24,JBCE,http://www.jbce.org/,JBCE,abbreviation
28522,28523,836699239651-24,Eurovent,https://eurovent.eu/,,
28523,28524,744489434488-34,FIGIEFA - Międzynarodowej Federacji Niezależnych Dystrybutorów Motoryzacyjnych,,FIGIEFA,
28524,28525,744489434488-34,CLEPA - Europejskiego Stowarzyszenia Producentów Części Motoryzacyjnych,,CLEPA,
28525,28526,744489434488-34,ZPP - Związku Przedsiębiorców i Pracodawców,,ZPP,
28526,28527,344914634803-90,European Public Health Alliance,,EPHA,
28527,28528,334454034182-09,Nederlands Genootschap voor Aquacultuur,,,
28528,28529,334454034182-09,,,FEAP,
28529,28530,762247734758-18,European Cycle Logistics Federation,,,
28530,28531,762247734758-18,Mobility as a Service,,MaaS,
28531,28532,141535532745-06,European Fire Safety Alliance,http://www.modernbuildingalliance.eu/european-fire-safety-alliance/,EuroFSA,
28532,28533,582752032708-81,Conseil des relations internationales de Montréal,https://www.corim.qc.ca/fr/17/Nos_membres,,
28533,28534,928215834918-38,,http://www.ectaa.org/,,
28534,28535,344404532716-21,Wirtschaftsforum der SPD e.V.,,,
28535,28536,344404532716-21,Deutsche Gesellschaft für Politikberatung,,,
28536,28537,479540331468-69,IAB Europe,https://iabeurope.eu/,,
28537,28538,603305330282-24,Fédération Nationale des associations régionales,http://fnar-habitat.org/,FNAR,
28538,28539,603305330282-24,Union Sociale pour l'Habitat,http://www.union-habitat.org/,USH,
28539,28540,028663934565-76,Associazione delle Camere di commercio e dell’industria del Mediterraneo,,ASCAME,
28540,28541,028663934565-76,Unioncamere Europa Asbl,,,
28541,28542,028663934565-76,Sistema camerale italiano,,,
28542,28543,028663934565-76,EUROCHAMBRES,,,
28543,28544,255370337761-91,Invest Europe,,IE,
28544,28545,255370337761-91,Alternative Investment Management Association,,AIMA,
28545,28546,255370337761-91,Confederation of British Industry,,CBI,
28546,28547,191285330070-33,UNIFE,www.unife.org,,
28547,28548,191285330070-33,UNISIG,,,
28548,28549,191285330070-33,Europe's Rail JU,https://shift2rail.org/about-europes-rail/,,
28549,28550,191285330070-33,ERRAC,http://www.errac.org/,,
28550,28551,191285330070-33,CENELEC,www.cenelec.eu,CENELEC  TC9X/SGA18 Software,
28551,28552,331479135625-49,Agricord,https://www.agricord.org/en,,
28552,28553,331479135625-49,CoopsEuropaDevelopmentPlatform,https://coopseurope.coop/development/,,
28553,28554,331479135625-49,EU-LAT advocacy network,https://eulatnetwork.org/,,
28554,28555,331479135625-49,Concord Sweden,https://concord.se/,,
28555,28556,331479135625-49,International Land Coalition,https://www.ifad.org/en/ilc,,
28556,28557,784077432784-10,,https://www.fieec.fr/,,
28557,28558,784077432784-10,,www.ignes.fr,,
28558,28559,784077432784-10,,https://www.gifam.fr/,,
28559,28560,784077432784-10,,https://www.luminaire.org/,,
28560,28561,784077432784-10,,http://www.gimelec.fr/,,
28561,28562,784077432784-10,,https://www.sycabel.com/,,
28562,28563,784077432784-10,,http://www.syndicat-eclairage.com/,,
28563,28564,784077432784-10,,https://www.uniclima.fr/,,
28564,28565,784077432784-10,,https://www.ascenseurs.fr/,,
28565,28566,784077432784-10,,https://www.aenor.com/certificacion/certificacion-de-producto/declaraciones-ambientales-de-producto,,
28566,28567,784077432784-10,,https://bregroup.com/,,
28567,28568,784077432784-10,,https://www.environdec.com/,,
28568,28569,784077432784-10,,http://icmq.it/materiali-prodotti/certificazione-dichiarazione-ambientale-prodotto-EPD.php,,
28569,28570,784077432784-10,,https://industries.ul.com/environment/certificationvalidation-marks/environmental-product-declarations,,
28570,28571,784077432784-10,,https://www.eco-platform.org/who-is-participating.html,,
28571,28572,246456836675-18,HELCOM,,,
28572,28573,246456836675-18,4/1000 initiative,,,
28573,28574,266488936677-92,Ecommerce Europe,,,
28574,28575,266488936677-92,FEVAD,,,
28575,28576,266488936677-92,Union des Marques,,,
28576,28577,258151431479-83,Leadership Sector,,THGE,
28577,28578,258151431479-83,Corporate Affairs Sector,,TEYP,
28578,28579,258151431479-83,Public Administration and Local Authorities Management Sector,,TOMDDA,
28579,28580,258151431479-83,Hellenic Institute of Marketing,,EIM,
28580,28581,258151431479-83,Hellenic Institute of Financial Management,,EIOD,
28582,28583,361336735977-48,,www.minderoo.org,,
28583,28584,385163645728-68,Confederación Española de Organizaciones Empresariales,,CEOE,
28584,28585,385163645728-68,Confederación Empresarial de la Comunidad Valenciana,,CEV,
28585,28586,385163645728-68,European Ceramic Tiles Manufacturers' Federation,,CET,
28586,28587,385163645728-68,Cerame Unie,,,
28587,28588,385163645728-68,The Ceramic Industry Research Association,,ITC-AICE,
28588,28589,494832735094-65,Europeans around the World,https://euromonde.eu/,ETTW,
28589,28590,494832735094-65,European Academy Network,https://www.facebook.com/EuropeanAcademyNetwork/,EAN,
28590,28591,494832735094-65,Europe for Citizens Programme,,,
28591,28592,494832735094-65,European Committee of the Regions,,,
28592,28593,494832735094-65,DG REGIO,,,
28593,28594,494832735094-65,EU Democracy Rally(e),http://www.ourcommonfuture.org,EUDR,
28594,28595,494832735094-65,EU Sign Day coalition,https://eusignday.eu/,ECIT,
28595,28596,348369030395-22,European Energy Forum,,,
28596,28597,348369030395-22,Cercle des réseaux européens,,,
28597,28598,348369030395-22,EIT Raw Materials,,,
28598,28599,348369030395-22,SNETP,,SNETP,abbreviation
28599,28600,348369030395-22,RECHARGE,,RECHARGE,abbreviation
28600,28601,348369030395-22,BEPA,,BEPA,abbreviation
28601,28602,348369030395-22,CDPF,,CDPF,abbreviation
28602,28603,137621631436-38,IG Kultur Österreich,https://igkultur.at/organisation/vernetzung,,
28603,28604,641965430515-71,Association Française des Conseils en Lobbying et affaires publiques,,AFCL,
28605,28606,362968133723-53,EUMEPS,https://eumeps.org/what-is-eumeps,,
28606,28607,966828336007-33,EICF,https://www.eicf.org,,
28607,28608,376119830263-79,European Union Agency For Fundamental Rights,,,
28608,28609,144301733679-75,Swedish Security & Defence Industry Association,https://soff.se/en/,SOFF,
28609,28610,668202830359-73,,http://www.cisac.org/,,
28610,28611,668202830359-73,,https://www.icmp-ciem.org/,,
28611,28612,668202830359-73,,http://www.authorsocieties.eu/,,
28612,28613,492276730197-44,Regenwald-Schuetzen,https://www.regenwald-schuetzen.org/ueber-oroverde/partner/netzwerke-partner.html,,
28613,28614,870688031786-77,Violence Prevention Alliance,https://www.who.int/violenceprevention/en/,,
28614,28615,870688031786-77,SDG16 Data Initiative,https://www.sdg16.org/,,
28615,28616,870688031786-77,European Network of Forensic Science Institutions,http://enfsi.eu/,ENFSI,
28616,28617,224725333625-62,International Federation of Industrial Energy Consumers,,IFIEC,
28617,28618,539458333361-66,VNO-NCW,,,
28618,28619,539458333361-66,IFIEC Europe,,,
28619,28620,145677138068-07,European Cancer Association,https://europeancancer.ro,,
28620,28621,245309537470-95,Bepact,,,
28621,28622,245309537470-95,Febeliec,,,
28622,28623,442486236094-88,Peaceful Actions Platform,https://twitter.com/4PeacefulAction?s=20&t=CV470zAMAG8ioLnm6zpTqQ,,
28623,28624,216879933016-55,BSAC,http://www.bsac.dk/Meetings/BSAC-meetings,,
28624,28625,264381538933-28,Δίκτυο για την καταπολέμηση της Φτώχειας,,,
28625,28626,264381538933-28,Ένωση Ασθενών Ελλάδας,,,
28626,28627,432279747132-59,Bündnis Internationale Advocacy Netzwerke,,IAN,
28627,28628,769151434737-69,FPA Watch Group,,,
28628,28629,769151434737-69,,,BOND,
28629,28630,769151434737-69,Scotland's International Development Alliance,,,
28630,28631,495521442938-42,Digital Skills EU Platform,https://www.digitaleurope.org/digital-skills-and-jobs-platform/,,
28631,28632,495521442938-42,Lazio Innova,https://www.lazioinnova.it/,,
28632,28633,495521442938-42,EdTech Italia,https://edtechitalia.org/,,
28633,28634,495521442938-42,European EdTech Alliance,https://www.edtecheurope.org/,,
28634,28635,495521442938-42,Ecosistema formazione Italiana,https://wyblo.com/it/ecosistema-formazione-italia/,EFI,
28635,28636,187982333602-44,Eurogas,https://eurogas.org/about-eurogas/our-members/,,
28636,28637,187982333602-44,Marcogaz,https://www.marcogaz.org/about-us/members-1/,,
28637,28638,187982333602-44,International Gas Union,https://www.igu.org/igu-charter-members#2012,IGU,
28638,28639,706408536761-07,European Union Strategy for the Danube Region,,EUSDR,
28639,28640,706408536761-07,International Commission for the Protection of the Danube River,,ICPDR,
28640,28641,706408536761-07,World Sturgeon Conservation Society,,,
28641,28642,732872332755-19,Eco-Systeme,https://gican.asso.fr/Eco-Systeme,,
28642,28643,732872332755-19,SEA Europe,https://www.seaeurope.eu/,,
28643,28644,732872332755-19,Waterborne,https://www.waterborne.eu/,,
28644,28645,732872332755-19,ASD Europe,https://asd-europe.org/,,
28645,28646,229963330888-92,Gütesiegelboard der Initiative D21,,,
28646,28647,229963330888-92,,,DIHK,
28647,28648,229963330888-92,"Zentrum für Europäischen Verbraucherschutz e.V., Projekt „Online-Schlichter“",,,
28648,28649,001844639215-66,Ammattikorkeakoulujen rehtorineuvos ry,,,
28649,28650,001844639215-66,Hämeen ja Riihimäki-Hyvinkään kauppakamari ry,,,
28650,28651,001844639215-66,Suomen Vesilaitosyhdistys ry,,,
28651,28652,001844639215-66,Metsäkoulutus ry,,,
28652,28653,001844639215-66,Suomen vesilaitosyhdistys ry,,,
28653,28654,001844639215-66,Älykkään liikenteen verkosto -ITS Finland Ry,,,
28654,28655,001844639215-66,Julkisivuyhdistys ry,,,
28655,28656,001844639215-66,Sivistystyönantajat ry,,,
28656,28657,001844639215-66,IT Service Management Forum ry,,,
28657,28658,001844639215-66,Skills Finland Ry,,,
28658,28659,001844639215-66,Edistyksellinen tiedeliitto ry,,,
28659,28660,001844639215-66,Suomen Laatuyhdistys ry,,,
28660,28661,001844639215-66,Ammatillisen koulutuksen tutkimusseura OTTU ry,,,
28661,28662,001844639215-66,Kauppapuutarhaliitto ry,,,
28662,28663,001844639215-66,Suomen vesifoorumi ry,,,
28663,28664,001844639215-66,Water Europe,,,
28664,28665,001844639215-66,Suomen eOppimiskeskus ry,,,
28665,28666,001844639215-66,Metsähistorian seura ry,,,
28666,28667,001844639215-66,Hedelmän- ja marjanviljelijän ry,,,
28667,28668,001844639215-66,Pihvikarjan kasvattajien liitto ry,,,
28668,28669,001844639215-66,Hippolis-hevosalan osaamiskeskus ry,,,
28669,28670,966445735088-29,Global Land Tools Network,www.gltn.net,GLTN,
28670,28671,939488234084-13,Multicert,https://www.european-signature-dialog.eu,,
28671,28672,939488234084-13,Euro Sign Dialog,https://www.european-signature-dialog.eu,,
28672,28673,343635239725-04,,,,
28673,28674,094378436020-67,Belgian Federation of Philanthropic Foundations,,,
28674,28675,990847335232-73,AEFI Spain,,,
28675,28676,999725935832-94,Confédération syndicale internationale,,CSI,
28676,28677,999725935832-94,Uni Global,,Uni-mei,
28677,28678,999725935832-94,ONU,,Unesco,
28678,28679,999725935832-94,,,OIT,
28679,28680,999725935832-94,,,IFEX,
28680,28681,819909040311-18,,http://giia.net/,,
28681,28682,613415530936-21,Wirtschaftskammer Österreich,www.wko.at,,
28682,28683,436844033033-14,EIT Health Network,,,
28683,28684,436844033033-14,,,AAL,
28684,28685,436844033033-14,,,Eip on AHA,
28685,28686,436844033033-14,eHealh Hub,,,
28686,28687,436844033033-14,,,Erasmus+,
28687,28688,774019931221-41,European Furniture Industry Confederation,http://www.efic.eu/,EFIC,
28688,28689,774019931221-41,EuroCommerce,https://www.eurocommerce.eu/,,
28689,28690,774019931221-41,ICC Sweden,https://www.icc.se/,,
28690,28691,774019931221-41,WeLead Data Ethics,Dataethics.eu,,
28691,28692,316697732491-24,Federation of European Publishers,https://fep-fee.eu/,FEP,
28692,28693,316697732491-24,International Publishers Association,https://www.internationalpublishers.org/,IPA,
28693,28694,316697732491-24,European and International Booksellers Federation,http://www.europeanbooksellers.eu/,EIBF,
28694,28695,316697732491-24,ISBN Internacional Agency,https://www.isbn-international.org/,,
28695,28696,316697732491-24,Grupo Ibero-Americano de Editores,http://gieditores.org/,GIE,
28696,28697,447662035235-56,Bioenergy Europe,,,
28697,28698,508471836079-92,Vlinderstichting,https://www.vlinderstichting.nl/wat-wij-doen/over-de-vlinderstichting/samenwerking/,,
28698,28699,238973830453-93,Conseil des Barreaux Européens,,CCBE,
28699,28700,238973830453-93,Ensemble contre la peine de mort,,ECPM,
28700,28701,238973830453-93,Association des Barreaux auprès de la Cour Pénale Internationale,,ABCPI,
28701,28702,238973830453-93,Union des Classes Moyennes,,UCM,
28702,28703,469794836363-83,,https://www.eurochambres.eu,,
28703,28704,469794836363-83,,https://iccwbo.org/,,
28704,28705,393578830172-12,,,,
28705,28706,219775535360-61,Dutch Securitisation Initiative,,DSA,
28706,28707,304664841672-26,European Platform on Asylum and Migration,,EPAM,
28707,28708,304664841672-26,Christian Group on Migration and Asylum,,,
28708,28709,304664841672-26,European Council for Refugees and Exiles,,ECRE,
28709,28710,304664841672-26,COMECE Working Group on Migration and Asylum,,,
28710,28711,304664841672-26,EU Migration and Development Civil Society Contact Group,,,
28711,28712,304664841672-26,European Resettlement Network,,ERN,
28712,28713,304664841672-26,European Policy Centre,,EPC,
28713,28714,113712937115-73,European Tech Alliance,,EUTA,
28714,28715,113712937115-73,Fédération du e-commerce et de la vente à distance,,Fevad,
28715,28716,113712937115-73,Syndicat des Régies Internet,,SRI,
28716,28717,073709432738-34,,,AIJN,
28717,28718,073709432738-34,,,BVE,
28718,28719,073709432738-34,,,BLL,
28719,28720,073709432738-34,Markenverband,,,
